Tick,StoppedRobots,AvgDistance
723,34,1.86025
724,34,1.85888
725,35,1.85806
726,36,1.8573
727,31,1.85686
728,32,1.85743
729,36,1.8573
730,30,1.85728
731,35,1.85727
732,37,1.85716
733,35,1.85741
734,36,1.85764
735,37,1.85835
736,37,1.85968
737,38,1.86091
738,34,1.86193
739,37,1.86261
740,40,1.86258
741,34,1.86262
742,39,1.86223
743,40,1.8619
744,38,1.8621
745,38,1.86195
746,39,1.86171
747,41,1.86191
748,42,1.86261
749,36,1.86357
750,40,1.8638
751,43,1.86359
752,36,1.86391
753,40,1.86362
754,41,1.86316
755,38,1.86301
756,38,1.86285
757,37,1.86238
758,39,1.86197
759,40,1.86229
760,34,1.86279
761,38,1.86267
762,41,1.86244
763,35,1.86254
764,38,1.86228
765,40,1.86202
766,37,1.86232
767,38,1.8627
768,37,1.86281
769,39,1.86319
770,40,1.86373
771,34,1.86437
772,38,1.86525
773,41,1.86579
774,36,1.86652
775,39,1.86685
776,41,1.8672
777,37,1.86822
778,37,1.86955
779,36,1.87091
780,38,1.8728
781,39,1.87495
782,33,1.87717
783,37,1.87951
784,40,1.88183
785,35,1.88434
786,38,1.88651
787,40,1.88889
788,37,1.8918
789,37,1.89467
790,36,1.89739
791,38,1.90052
792,39,1.90354
793,33,1.90664
794,37,1.9098
795,40,1.91255
796,35,1.91523
797,38,1.91743
798,40,1.91977
799,37,1.9224
800,37,1.92477
801,36,1.92694
802,38,1.92954
803,39,1.93253
804,33,1.93552
805,37,1.93853
806,40,1.94145
807,36,1.94441
808,39,1.94688
809,41,1.94945
810,38,1.95234
811,38,1.95508
812,37,1.95753
813,39,1.96044
814,40,1.96361
815,34,1.96622
816,38,1.96891
817,40,1.9714
818,35,1.97393
819,38,1.97636
820,41,1.97888
821,38,1.98168
822,37,1.98383
823,36,1.98564
824,38,1.98753
825,39,1.98984
826,33,1.99194
827,37,1.99417
828,40,1.99642
829,35,1.99871
830,36,2.0001
831,38,2.00159
832,37,2.00336
833,37,2.00528
834,35,2.00649
835,37,2.00802
836,38,2.00976
837,33,2.01136
838,36,2.01237
839,39,2.0129
840,35,2.01355
841,38,2.01401
842,39,2.01442
843,37,2.01556
844,38,2.01657
845,36,2.01718
846,38,2.0181
847,38,2.01924
848,33,2.02077
849,36,2.02205
850,39,2.02329
851,34,2.0246
852,37,2.0255
853,38,2.02632
854,36,2.02782
855,37,2.02925
856,35,2.02973
857,37,2.03066
858,38,2.03136
859,33,2.03206
860,36,2.03276
861,39,2.03288
862,34,2.03279
863,38,2.03204
864,39,2.03103
865,37,2.03066
866,38,2.02999
867,36,2.02883
868,38,2.02766
869,39,2.0265
870,35,2.02571
871,38,2.02462
872,41,2.02303
873,35,2.02201
874,38,2.02046
875,39,2.01929
876,37,2.01885
877,38,2.01834
878,36,2.01748
879,38,2.01673
880,38,2.01589
881,34,2.01497
882,37,2.01429
883,40,2.01317
884,35,2.01212
885,38,2.01054
886,39,2.00883
887,37,2.00815
888,40,2.00754
889,38,2.00672
890,40,2.00575
891,40,2.00496
892,36,2.00447
893,39,2.00409
894,42,2.0035
895,37,2.00295
896,40,2.00212
897,41,2.00145
898,38,2.00136
899,40,2.00171
900,38,2.00183
901,40,2.00218
902,40,2.00284
903,36,2.00348
904,39,2.00442
905,42,2.00471
906,37,2.0048
907,40,2.00452
