Tick,StoppedRobots,AvgDistance
698,82,1.62268
699,87,1.62285
700,89,1.62282
701,89,1.62285
702,83,1.62283
703,81,1.62271
704,86,1.62222
705,82,1.62192
706,81,1.62173
707,90,1.62175
708,85,1.62182
709,82,1.62193
710,87,1.62199
711,90,1.62189
712,90,1.62155
713,84,1.6212
714,82,1.62082
715,86,1.62012
716,82,1.61937
717,82,1.61872
718,89,1.61831
719,84,1.61798
720,81,1.61771
721,85,1.61769
722,88,1.61763
723,88,1.61769
724,82,1.61797
725,80,1.61834
726,84,1.6185
727,81,1.61864
728,81,1.61894
729,88,1.61935
730,83,1.61984
731,81,1.62039
732,85,1.62077
733,88,1.62111
734,88,1.6215
735,82,1.62194
736,79,1.62245
737,82,1.62266
738,80,1.62342
739,81,1.62444
740,88,1.62511
741,83,1.62553
742,81,1.62596
743,85,1.62639
744,89,1.62674
745,89,1.62701
746,84,1.62703
747,81,1.62713
748,84,1.6269
749,81,1.62719
750,82,1.62787
751,89,1.6282
752,84,1.62838
753,82,1.62863
754,85,1.62892
755,90,1.62936
756,90,1.62984
757,85,1.62999
758,83,1.63014
759,86,1.62998
760,83,1.62983
761,84,1.62987
762,91,1.63009
763,86,1.63007
764,85,1.62978
765,87,1.62966
766,92,1.62965
767,92,1.62942
768,86,1.62899
769,85,1.62835
770,87,1.62738
771,84,1.62676
772,85,1.62634
773,92,1.62583
774,86,1.62516
775,86,1.62458
776,89,1.62404
777,93,1.62343
778,93,1.62297
779,86,1.62252
780,86,1.62195
781,88,1.62123
782,85,1.62071
783,86,1.6204
784,93,1.61987
785,87,1.61928
786,86,1.61871
787,90,1.61824
788,94,1.61782
789,94,1.61756
790,87,1.61733
791,87,1.61685
792,90,1.61615
793,87,1.61588
794,88,1.61603
795,94,1.61608
796,88,1.61585
797,86,1.61557
798,90,1.6153
799,94,1.61509
800,94,1.61505
801,88,1.61514
802,86,1.61522
803,89,1.61473
804,86,1.61432
805,87,1.61433
806,93,1.61421
807,88,1.61378
808,86,1.61339
809,89,1.6131
810,93,1.61279
811,92,1.61245
812,87,1.6121
813,85,1.61188
814,88,1.61147
815,85,1.61124
816,86,1.61127
817,92,1.61113
818,87,1.61069
819,86,1.61027
820,89,1.61007
821,93,1.60985
822,92,1.60964
823,87,1.60944
824,85,1.60933
825,88,1.60905
826,85,1.60888
827,86,1.6091
828,92,1.60914
829,87,1.60909
830,86,1.60912
831,89,1.60926
832,93,1.60938
833,92,1.60957
834,87,1.60981
835,85,1.61021
836,88,1.61042
837,84,1.61075
838,85,1.61136
839,91,1.61173
840,86,1.61197
841,85,1.6122
842,88,1.61247
843,92,1.61268
844,91,1.61286
845,86,1.61297
846,84,1.61321
847,88,1.61329
848,84,1.61349
849,85,1.6139
850,91,1.61414
851,86,1.61428
852,85,1.61434
853,88,1.61465
854,92,1.61487
855,91,1.61505
856,86,1.61522
857,84,1.61556
858,88,1.61571
859,84,1.61599
860,85,1.6164
861,91,1.61661
862,86,1.61654
863,85,1.6165
864,88,1.6167
865,92,1.61691
866,91,1.61707
867,86,1.6172
868,84,1.61741
869,88,1.61738
870,84,1.6174
871,85,1.61763
872,91,1.61761
873,86,1.61727
874,85,1.61688
875,88,1.61672
876,92,1.61651
877,91,1.61625
878,86,1.61596
879,84,1.61574
880,88,1.61539
881,84,1.61513
882,85,1.61508
883,91,1.61471
884,86,1.61429
885,85,1.61405
886,88,1.61373
887,92,1.61332
888,91,1.61285
889,86,1.61245
890,84,1.61223
891,88,1.61193
892,85,1.61184
893,87,1.61201
894,93,1.61177
895,88,1.61162
896,87,1.61164
897,90,1.61166
898,94,1.61162
899,93,1.61157
900,88,1.61155
901,86,1.61167
902,89,1.61159
903,85,1.61185
904,87,1.61217
905,93,1.6122
906,88,1.61213
907,87,1.61217
908,90,1.61223
909,94,1.61222
910,93,1.61221
911,88,1.61222
912,86,1.61235
913,89,1.61229
914,85,1.61248
915,87,1.61293
916,93,1.613
917,88,1.61295
918,87,1.61303
919,91,1.61315
920,95,1.61318
921,94,1.61298
922,88,1.61275
923,87,1.61274
924,90,1.6126
925,85,1.61262
926,87,1.61276
927,93,1.61281
928,88,1.61276
929,86,1.61282
930,90,1.6131
931,94,1.61339
932,94,1.61343
933,87,1.61344
934,86,1.61357
935,90,1.61342
936,85,1.6133
937,86,1.61334
938,92,1.61344
939,87,1.61353
940,85,1.61365
941,89,1.61398
942,93,1.61398
943,93,1.61392
944,86,1.61386
945,85,1.61399
946,88,1.61368
947,84,1.61336
948,85,1.61301
949,91,1.61264
950,86,1.61201
951,84,1.61146
952,88,1.61104
953,92,1.61049
954,92,1.60992
955,85,1.60932
956,85,1.60881
957,88,1.6081
958,84,1.6075
959,85,1.60683
960,91,1.60614
961,86,1.60529
962,84,1.60465
963,88,1.60407
964,92,1.60345
965,92,1.60281
966,85,1.6022
967,85,1.60172
968,88,1.60107
969,84,1.60048
970,85,1.59986
971,91,1.59928
972,86,1.59861
973,84,1.59814
974,88,1.59779
975,92,1.59742
976,92,1.59711
977,85,1.59687
978,85,1.59682
979,88,1.5967
980,84,1.59662
981,85,1.59653
982,91,1.59647
983,86,1.59633
984,84,1.59638
985,88,1.59647
986,92,1.59651
987,92,1.59654
988,85,1.59654
989,85,1.59676
990,89,1.59682
991,85,1.59696
992,86,1.59739
993,92,1.59792
994,87,1.59841
995,85,1.59912
996,89,1.59986
997,93,1.60053
998,93,1.6012
999,86,1.6019
1000,85,1.60274
1001,89,1.6031
1002,85,1.6034
1003,86,1.60402
1004,92,1.60471
1005,87,1.60524
1006,85,1.60601
1007,89,1.60683
1008,93,1.60757
1009,93,1.60832
1010,86,1.60903
1011,84,1.60995
1012,89,1.61051
1013,85,1.61105
1014,86,1.61176
1015,92,1.61253
1016,87,1.61311
1017,85,1.6139
1018,89,1.61477
1019,93,1.61556
1020,94,1.61636
1021,88,1.61715
1022,85,1.61782
1023,90,1.61818
1024,86,1.61848
1025,87,1.61882
1026,93,1.61917
1027,88,1.61947
1028,86,1.61954
1029,90,1.61978
1030,93,1.62019
1031,94,1.62083
1032,88,1.62119
1033,85,1.62143
1034,90,1.62126
1035,86,1.62068
1036,87,1.62037
1037,93,1.62019
1038,88,1.61987
1039,86,1.61964
1040,90,1.61947
1041,93,1.61928
1042,94,1.6194
1043,88,1.61963
1044,85,1.61969
1045,90,1.61934
1046,86,1.61878
1047,87,1.61871
